Time [d],VTT Mould Index [-]
52.416666666666664,0.679111
52.45833333333333,0.679494
52.5,0.679878
52.541666666666664,0.680262
52.58333333333333,0.680646
52.625,0.681029
52.666666666666664,0.681413
52.70833333333333,0.681797
52.75,0.68218
52.791666666666664,0.682565
52.83333333333333,0.68295
52.875,0.683335
52.916666666666664,0.68372
52.95833333333333,0.684113
53,0.684507
53.041666666666664,0.6849
53.08333333333333,0.685293
53.125,0.685695
53.166666666666664,0.686096
53.20833333333333,0.686497
53.25,0.686899
53.291666666666664,0.687198
53.33333333333333,0.687498
53.375,0.68779
53.416666666666664,0.688082
53.45833333333333,0.688374
53.5,0.688665
53.541666666666664,0.688957
53.58333333333333,0.689249
53.625,0.689541
53.666666666666664,0.689833
53.70833333333333,0.690125
53.75,0.690518
53.791666666666664,0.690911
53.83333333333333,0.691304
53.875,0.691837
53.916666666666664,0.69237
53.95833333333333,0.692903
54,0.693296
54.041666666666664,0.693689
54.08333333333333,0.694082
54.125,0.694475
54.166666666666664,0.694868
54.20833333333333,0.695261
54.25,0.695654
54.291666666666664,0.696047
54.33333333333333,0.696439
54.375,0.696731
54.416666666666664,0.697022
54.45833333333333,0.697313
54.5,0.697605
54.541666666666664,0.697896
54.58333333333333,0.698187
54.625,0.698479
54.666666666666664,0.69877
54.70833333333333,0.699068
54.75,0.699367
54.791666666666664,0.699666
54.83333333333333,0.699964
54.875,0.700263
54.916666666666664,0.700568
54.95833333333333,0.700874
55,0.701179
55.041666666666664,0.701484
55.08333333333333,0.701789
55.125,0.702093
55.166666666666664,0.702398
55.20833333333333,0.702703
55.25,0.703007
55.291666666666664,0.703311
55.33333333333333,0.703616
55.375,0.70392
55.416666666666664,0.704225
55.45833333333333,0.704529
55.5,0.704834
55.541666666666664,0.705138
55.58333333333333,0.705442
55.625,0.705747
55.666666666666664,0.706051
55.70833333333333,0.706355
55.75,0.706659
55.791666666666664,0.706964
55.83333333333333,0.707268
55.875,0.707572
55.916666666666664,0.707876
55.95833333333333,0.708186
56,0.708497
56.041666666666664,0.708807
56.08333333333333,0.709117
56.125,0.709428
56.166666666666664,0.709738
56.20833333333333,0.710048
56.25,0.710359
56.291666666666664,0.710669
56.33333333333333,0.710979
56.375,0.711289
56.416666666666664,0.711599
56.45833333333333,0.711909
56.5,0.71222
56.541666666666664,0.71253
56.58333333333333,0.71284
56.625,0.71315
56.666666666666664,0.713465
56.70833333333333,0.713781
56.75,0.714097
56.791666666666664,0.714412
56.83333333333333,0.714728
56.875,0.715043
56.916666666666664,0.715359
56.95833333333333,0.715674
57,0.715989
57.041666666666664,0.716305
57.08333333333333,0.716626
57.125,0.716946
57.166666666666664,0.717267
57.20833333333333,0.717587
57.25,0.717908
57.291666666666664,0.718228
57.33333333333333,0.718543
57.375,0.718859
57.416666666666664,0.719174
57.45833333333333,0.719489
57.5,0.719804
57.541666666666664,0.720119
57.58333333333333,0.720435
57.625,0.72075
57.666666666666664,0.721065
57.70833333333333,0.72138
57.75,0.721695
57.791666666666664,0.72201
57.83333333333333,0.72233
57.875,0.72265
57.916666666666664,0.72297
57.95833333333333,0.72329
58,0.723608
58.041666666666664,0.723925
58.08333333333333,0.724243
58.125,0.72456
58.166666666666664,0.724877
58.20833333333333,0.725194
58.25,0.725512
58.291666666666664,0.725829
58.33333333333333,0.726146
58.375,0.726463
58.416666666666664,0.726783
58.45833333333333,0.727103
58.5,0.727423
58.541666666666664,0.727742
58.58333333333333,0.728062
58.625,0.728382
58.666666666666664,0.728697
58.70833333333333,0.729016
58.75,0.729336
58.791666666666664,0.729656
58.83333333333333,0.729869
58.875,0.730188
58.916666666666664,0.730508
58.95833333333333,0.730827
59,0.731147
59.041666666666664,0.731467
59.08333333333333,0.731783
59.125,0.7321
59.166666666666664,0.732417
59.20833333333333,0.732733
59.25,0.733053
59.291666666666664,0.733372
59.33333333333333,0.733585
59.375,0.733797
59.416666666666664,0.734009
59.45833333333333,0.734222
59.5,0.734434
59.541666666666664,0.734753
59.58333333333333,0.735073
59.625,0.735392
